Complaint ID,Product,Issue,Sub-issue,Consumer complaint narrative
23935600,Debt collection,Attempts to collect debt not owed,Debt was paid,I traded the car in and received the titles of the car w proof if needed
23762070,Debt collection,Written notification about debt,Didn't receive notice of right to dispute,"I am unaware of this debt ; I did not have the opportunity to dispute this debt. I did not receive proper notification. If in fact you think I received proper notification, send me a copy of the certified letter that was sent to me with my signature."
23920131,Debt collection,False statements or representation,Attempted to collect wrong amount,"Subject : XXXX XXXX Reporting Inaccurate Credit Information I am filing a complaint regarding XXXX XXXX XXXX and the nationwide credit reporting agencies. The account is being reported differently across multiple credit bureaus. Examples include : * Different reporting dates * Different creditor addresses * Different payment statuses * Missing XXXX XXXX fields * Inconsistent account remarks * Conflicting balance and credit limit information Despite these discrepancies, the account continues to be reported as accurate. Under the Fair Credit Reporting Act, specifically : * 15 USC 1681e ( b ) * 15 USC 1681i * 15 USC 1681s-2 ( b ) both the credit reporting agencies and the furnisher are required to investigate and report only verified and accurate information. I request that CFPB require XXXX XXXX and the credit bureaus to : XXXX. Conduct a reasonable investigation. XXXX. Produce the documentation used to verify the account. XXXX. Correct or delete any information that can not be substantiated. XXXX. Remove the account if accurate verification can not be provided."
23910292,Debt collection,False statements or representation,Attempted to collect wrong amount,"I entered into a payment agreement with the collection agency and made my XXXX payment on time. When it was time to make my second payment, I was informed that JetBlue had recalled the account and that the collection agency could no longer accept my payment. Since then, I have contacted both the collection agency and JetBlue multiple times to determine who currently owns the account and where I should send my payment. Every time I call, I am told that someone will contact me within XXXX days, but I never receive a call back. I have made every effort to resolve this debt in good faith, but I have been prevented from doing so because of the conflicting information provided by the companies. I am concerned that I may be sued or my credit may be negatively affected even though I have been trying to pay and comply with the payment agreement. The companies failure to properly communicate and manage my account has left me unable to resolve this matter despite my repeated attempts."
23897850,Debt collection,Attempts to collect debt not owed,Debt is not yours,XXXX XXXX went out of business and did not proved my aligners to continue treatment to fix my teeth. TekCollect responded to my CFPB complaint XXXX and said they will close and remove the account. They have not. I have attached documents showing these.
24144174,Debt collection,False statements or representation,Attempted to collect wrong amount,"I am filing this complaint against XXXX XXXX XXXX in XXXX, Illinois, because I believe they have inaccurately and unfairly reported a balance of {$3400.00} to my credit, causing significant financial and emotional hardship. During my tenancy, I lost my job as a result of the XXXX pandemic and experienced financial difficulties. Because of these circumstances, I applied for and was approved to receive XXXXhree months of rental assistance through an Illinois court-based rental assistance program. The purpose of this assistance was to cover my rent during my period of financial hardship. Despite this approved assistance, XXXX XXXX XXXX has continued to claim that I owe unpaid rent and has reported this alleged debt to my credit. In addition, the apartment management has claimed that I owe for damages to the unit. I dispute these allegations because there were no legitimate damages beyond normal wear and tear. I believe these charges are inaccurate and unsupported. I also believe the management intentionally misrepresented my move-out date in order to charge me additional rent and fees that I did not owe. These extra charges appear to be fraudulent and have unfairly increased the balance they are attempting to collect. The consequences of these actions have been severe. Because of this inaccurate debt appearing on my credit report, I have been denied opportunities to rent other apartments, making it extremely difficult to obtain stable housing. This has caused me ongoinXXXX XXXX XXXX and XXXX XXXX My mental health was already under significant strain due to the XXXX experience of a XXXX XXXX that occurred in my apartment building during my tenancy. That event had a profound impact on my emotional well-being. Combined with the loss of my job during the XXXX pandemic and the continuing issues surrounding this disputed debt, the situation has caused substantial mental and emotional hardship. I respectfully request that this matter be thoroughly investigated. Specifically, I request that XXXX XXXX XXXX : Investigate the disputed balance of {$3400.00} and remove it from my account and any credit reporting agencies if it can not be substantiated. Correct any false information regarding my move-out date. Provide documentation supporting all alleged rent and damage charges. Remove any fraudulent or unsupported fees. Correct my rental and credit records to reflect accurate information. I believe I have been treated unfairly and that the actions of XXXX XXXX XXXX have caused unnecessary financial harm, damage to my credit, difficulty obtaining housing, and significant emotional XXXX. I respectfully request that this matter be resolved promptly and fairly."
24147753,Debt collection,Attempts to collect debt not owed,Debt is not yours,"Hello, Received a letter saying I owe XXXX $ from XXXX XXXX, Reference number XXXX Account XXXX. Which is not correct and I am disputing this charge, I havent used dental service with XXXX XXXX. If was I had insured at all times. This is false and charges. Thank you."
23879146,Debt collection,Attempts to collect debt not owed,Debt was result of identity theft,SPRINGOAKS is falsely reporting on my credit. I have never had any accounts with them. Per my research SPRINGOAKS is a debt collector. They are falsely reporting on my credit!! Account number is # XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.
23822259,Debt collection,Attempts to collect debt not owed,Debt is not yours,"Caine & Weiner Company Inc. should not be allowed to mark this complaint as resolved by repeating the same vague response while failing to directly answer the specific issues raised in my dispute. My next step will be to file a complaint with the my local attorney generals office if the small debts mean that much to this that they cant simply explain in more details shows the character of this company So I say again for the 3rd time Caine & Weiner Company Inc. only stated that they closed the account with their office. They did not state that this account will be deleted from all consumer reporting agencies, including XXXX XXXX, and XXXX. Their response is incomplete and does not fully resolve my dispute. Simply closing the account internally with Caine & Weiner Company Inc. does not prove that the alleged debt was validated, does not confirm that the account will be deleted from my credit reports, and does not protect me from this unverified account being sold, transferred, assigned, re-reported, or placed with another collection agency. Caine & Weiner Company Inc. also failed to state that, because this account has not been properly verified or validated, they will not sell, transfer, assign, or pass this alleged unverified debt to any third party. Closing the account in their office is not enough. I am requesting written confirmation that this account will be deleted from all credit bureaus and that Caine & Weiner Company Inc. will not sell, transfer, assign, re-report, or otherwise place this alleged debt with another company. Until Caine & Weiner Company Inc. provides that confirmation, this matter should not be considered fully resolved."
24005110,Debt collection,False statements or representation,Attempted to collect wrong amount,I have contacted the hospital responsible for the bill they will not provide the itemized bill for review and the collection company only has a bill with no medical codes so I can not review it for errors. When I asked the hospital they accidentally sent me another patient XXXX and then after I informed them said they can not provide the itemized bill at all.
24532811,Debt collection,Took or threatened to take negative or legal action,Threatened to arrest you or take you to jail if you do not pay,When they first reached out they threatened me with legal action if I hung up the phone or if my phone lost service. I worked out what they wanted and asked to be emailed paperwork and recipts and never got them. I then waited a month and called them back about the emails. They keep telling me they send them but I never receive and communication via email. Ive asked at least XXXX times now. Then have also called me while I was at work. I was explaining that I would need to call them back when I went to break. They then threatened me with legal action again even though I told the lady XXXX times I was at work and I would call back. Im tired of being threatened everytime they call and im tired of never having my emails I request sent to me. Ive been paying for a year now and my amount has not seemed to lower either.
24288563,Debt collection,Attempts to collect debt not owed,Debt is not yours,"XXXX XXXX XXXX XXXX XXXX XXXX Virginia XXXX VA XXXX VA IC SYSTEM INC XXXX XXXX XXXX XXXX XXXX, MN XXXX XX/XX/year> Account Number : XXXX * * * * Amount : I C SYSTEM - XXXX * * * * : {$2400.00} To whom it may concern, Please note that this is not a refusal to pay off the account but a notice sent as per the Fair Debt Collection Practices Act ( XXXX. ), XXXX XXXX. XXXX XXXX ( G ) Section XXXX ( B ). This notice states that your claim is disputed and validation of the account is required. This notice is not a request for verification of the account or proof of my mailing address but a request for validation made pursuant to the F D.C.P A. laws. I humbly request that your agency/ office sends me valid proof of claim that I am legally obligated to pay you. Please provide me with the below mentioned items : * The amount you claim the respondent owes you * An explanation showing me how you have computed the amount. * Copies of any documents that prove I agreed to pay the alleged amount * The identity of the original creditor * Confirmation that the account has not crossed the statute of limitation ( XXXX ) period * Evidence that you are a licensed debt collector * Evidence of your license numbers and your registered agent. * Chain of Title of ownership of the debt * XXXX & XXXX XXXX"
24000709,Debt collection,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,"I am filing this complaint against * * XXXX XXXX XXXX XXXX * * regarding an alleged collection account that is being reported on my consumer credit reports. I dispute this account in its entirety and demand that it be investigated immediately. According to my credit reports, XXXX XXXX XXXX began reporting an alleged collection account on or about * * XX/XX/year> * *, with a balance of * * {$510.00} * *. I do not recognize this debt, do not believe I have any legal obligation for this account, and have not been provided any documentation establishing that I am responsible for the alleged balance. Despite reporting this account to the nationwide consumer reporting agencies, XXXX XXXX XXXX has furnished information that I believe has not been properly verified. The continued reporting of an unverified account has negatively impacted my credit standing and financial opportunities. I formally dispute this account and demand that XXXX XXXX XXXX conduct a complete and reasonable investigation as required by federal law. I will not accept a cursory review or an automated verification process that merely repeats previously reported information. I demand that XXXX XXXX XXXX provide the following : * The name and address of the XXXX XXXX. * The original account number associated with the alleged debt. * A copy of the original signed contract or account agreement establishing my legal responsibility. * A complete payment and account history from the XXXX XXXX. * A complete chain of assignment or transfer establishing XXXX XXXX XXXX XXXX XXXX XXXX to collect and report this alleged debt. * Documentation proving that XXXX XXXX XXXX has the legal right to collect this account. * A complete itemization showing how the alleged balance of * * {$510.00} * * was calculated. * Documentation supporting every item of information currently being furnished to XXXX, XXXX, and TransUnion. Under the * * XXXX XXXX XXXX XXXX XXXX XXXX ) * *, furnishers of information are required to report information that is accurate and complete and to conduct a reasonable investigation after receiving notice of a consumer dispute. Continuing to report information that can not be substantiated undermines the accuracy of the consumer reporting system and causes ongoing financial harm. If XXXX XXXX XXXX can not produce competent documentary evidence establishing that I am legally responsible for this alleged debt and that every aspect of its reporting is accurate, I demand that the account be * * immediately deleted * * from * * XXXX XXXX, and TransUnion * *. I also request that the * * Consumer Financial Protection Bureau * * review XXXX XXXX XXXX ' investigation and reporting practices to ensure compliance with the Fair Credit Reporting Act and other applicable federal consumer protection laws. I will not accept a generic statement that the account has been "" verified. '' If XXXX XXXX XXXX continues to report this account, it should be prepared to produce documentary evidence supporting its claims. If it can not do so, the account should be deleted immediately. I reserve all rights and remedies available to me under the XXXX XXXX XXXX XXXX, tXXXX XXXX XXXX XXXX XXXX XXXX and any other applicable XXXX or XXXX laws."
23978568,Debt collection,Written notification about debt,Didn't receive notice of right to dispute,"On XX/XX/XXXX, I called XXXX XXXX ( who had the debt from synchrony ) and negotiated a settlement. They represented that accepting payment on a settlement that was for less, they would provide the {$0.00} balance letter once the payment had been received ; which did not take place. I never received a receipt just a confirmation number ( XXXX ). It was represented that the letter would be settled for less with {$0.00} balance and instead they reported the balance remaining from the settlement which is negatively impacting my XXXX XXXX. I am now being told that it takes up to XXXX days to report the settlement to synchrony and up to XXXX days to report it to credit bureaus but that it will never show a {$0.00} balance. Which was not what was told to me originally."
23956564,Debt collection,Took or threatened to take negative or legal action,Threatened to arrest you or take you to jail if you do not pay,"Im currently XXXX months behind on my student loan payments with Sallie Mae. For the past several weeks, Ive been getting multiple collection calls from them every XXXX day. I reached out to them to explain my financial hardship Im currently unemployed and actively looking for work and asked if they could temporarily pause my payments until I get back on my feet. They told me there was nothing they could do to help and continued calling me daily. On XX/XX/2026, I called them back and again explained that Im searching for a job and currently have no income to make payments. Because my account is XXXX days past due, the representative transferred me to another department. The person I spoke with there told me that if I couldnt make any payments, they would report the account again and pursue legal action against me. I felt she was threatening me to force a payment, even though I had clearly explained that I have no money right now and would need about XXXX months to get my finances in order. I ended the call after that and immediately called Sallie Mae back to escalate my complaint to a manager. The manager took down my complaint and said he would review the call recording. I also let him know that I will be looking into my own legal options regarding how Ive been treated."
24003286,Debt collection,Attempts to collect debt not owed,Debt is not yours,"* * Subject : Formal Complaint Regarding Failure to Conduct a Reasonable Investigation and Reporting of Inaccurate Information Under the Fair Credit Reporting Act ( FCRA ) * * * * Date : * * XX/XX/year> To Whom It May Concern, I respectfully submit this complaint requesting that the Consumer Financial Protection Bureau investigate the continued reporting of inaccurate, inconsistent, incomplete, and potentially unverifiable information appearing on my consumer credit files maintained by XXXX XXXX and TransUnion. After obtaining and comparing my credit reports from all three nationwide consumer reporting agencies, I identified numerous discrepancies in account status, payment histories, balances, dates of delinquency, account remarks, charge-off reporting, collection reporting, and account closures. These inconsistencies raise serious concerns regarding the accuracy and reliability of the information being furnished and maintained. Pursuant to the Fair Credit Reporting Act, including but not limited to * * 15 U.S.C. 1681e ( b ), 1681i, 1681s-2 ( a ), and 1681s-2 ( b ) * *, both the consumer reporting agencies and the data furnishers have a legal obligation to report only information that is complete and accurate and to conduct a reasonable investigation whenever information is disputed by a consumer. Despite my review of these reports, the negative information continues to be reported without sufficient evidence demonstrating that each tradeline has been properly verified. Accordingly, I formally dispute the accuracy and completeness of all negative information reported on my credit files, including but not limited to : All hard inquiries for which the furnishers can not demonstrate a permissible purpose under the Fair Credit Reporting Act. All closed accounts that continue to report derogatory information or contain inaccurate payment histories. All charge-off accounts. All collection accounts. All late payment histories that can not be fully documented. Any account reporting inconsistent balances, payment status, dates of first delinquency, account status, or reporting history among Experian, Equifax, and TransUnion. The disputed accounts include, but are not limited to : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX * Any additional derogatory account appearing on any of the three consumer reports. My review of the reports also revealed reporting inconsistencies between the nationwide consumer reporting agencies, including differences in account status, payment history, reporting dates, balance information, derogatory remarks, and account coding. Such inconsistencies strongly suggest that the information being reported has not been subjected to the level of reasonable investigation required under the FCRA. Accordingly, I respectfully request that the CFPB require the consumer reporting agencies and each respective furnisher to conduct a genuine and independent reinvestigation instead of relying solely upon automated verification systems such as e-OSCAR. Specifically, I request that each disputed furnisher produce competent documentary evidence supporting every item being reported, including : 1. The original signed contract or application establishing the account. 2. Complete account statements and payment history. 3. Documentation establishing ownership of the account and legal authority to report it. 4. Documentation supporting every delinquency reported. 5. Documentation supporting any charge-off, collection, or closed-account designation. 6. Documentation establishing the Date of First Delinquency. 7. Documentation supporting every hard inquiry, including proof of permissible purpose. 8. The method of verification used during the investigation, including identification of the party that verified the disputed information. If the consumer reporting agencies or furnishers can not produce competent documentary evidence supporting the accuracy and completeness of the disputed information, I respectfully request that the disputed tradelines, derogatory payment histories, collections, charge-offs, closed account derogatory reporting, and unauthorized inquiries be permanently deleted from my consumer files pursuant to the Fair Credit Reporting Act. I further request that the CFPB ensure full compliance with all applicable provisions of the Fair Credit Reporting Act and require corrective action where inaccurate or unverifiable information continues to be reported. Thank you for your attention to this matter and for protecting the rights afforded to consumers under federal law. Respectfully, * * XXXX XXXX XXXX * *"
23832990,Debt collection,Attempts to collect debt not owed,Debt is not yours,"I am submitting this complaint because I believe XXXX accounts are being reported inaccurately on my credit report and I am not responsible for them. The accounts are : Jefferson Capital Systems LLC Balance of {$820.00} XXXX XXXX XXXX of approximately {$1100.00} XXXX disputed the XXXX XXXX collection account with all three major credit bureaus ( Experian, Equifax, and TransUnion ) on XX/XX/year>. The account continues to show as under review and the matter has not been resolved. I have also sent several dispute letters and emails to XXXX XXXX XXXX regarding the Jefferson Capital Systems LLC account. I do not recognize this account, have never done business with Jefferson Capital Systems LLC, and do not believe I authorized or agreed to this debt. I have requested that these accounts be investigated and that documentation be provided showing that I am legally responsible for these debts. To date, I have not received sufficient evidence proving that these accounts belong to me. I am requesting that the companies and the credit bureaus conduct a thorough investigation. If they can not verify that I am legally responsible for these accounts, I request that they be removed from my credit reports in accordance with the Fair Credit Reporting Act."
24194504,Debt collection,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,"Consumer Adjustment Company , Inc. has furnished derogatory credit information to credit reporting agencies, specifically XXXX about a debt which I am not liable to them for. This information has damaged my credit standing and credit score which I use for personal, family, and household purposes. As a result, I am suffering damages. The information being furnished is false and misleading. The alleged debt was never officially validated and should not have been shared without consent obtained directly from me before sharing with another person. Such actions are dangerous and can seriously injure a taxpayer. I am serving notice to them through this complaint to immediately cease use of my legal name to report this information and provide to me the documents obtained and use to give rise to this information."
23784755,Debt collection,False statements or representation,Attempted to collect wrong amount,"Re : Dispute of Inaccurate Account CAPSTONE CREDIT & COLL Account Number : XXXX ( as shown on my XXXX report ) To Whom It May Concern : I am writing to formally dispute the above-referenced collection account on my XXXX credit report. The account contains multiple inaccuracies and fails to meet the accuracy and completeness requirements of the Fair Credit Reporting Act ( FCRA ), 15 U.S.C. 1681e ( b ) and 1681i. I am requesting a full reinvestigation and the immediate deletion of this tradeline. Basis of Dispute XXXX. The Amount Owed Can not Be Verified Original Balance Is Missing My credit report does not show an original balance for this account. Instead, the field lists only a date ( XX/XX/XXXX ). Without a disclosed original balance, it is impossible for meor for XXXXto verify whether the current reported balance of {$10000.00} is accurate. The FCRA requires furnishers to report complete and accurate information. A missing original amount makes this entire entry unreliable. XXXX. The Reported Balance Is Disputed and Unsubstantiated I specifically dispute the balance of {$10000.00}. I have no record or knowledge of owing this specific sum to XXXX XXXX XXXX XXXX or to the alleged original creditor, XXXX XXXX XXXX XXXX. I request that the furnisher provide a full accounting of how this amount was calculated, including the original debt amount, any payments, fees, or interest added, and the contract or agreement that authorizes such charges. The comment already on my reportAccount information disputed by consumer ( Meets requirement of the Fair Credit Reporting Act ) confirms that this account has been questioned before, yet it remains on my report with an unverified and unsupported balance. XXXX. Inconsistent Dates and Reporting Timeline The Status Updated date is XX/XX/XXXX, but the payment history block for XXXX and XX/XX/XXXX shows no collection status ( dashes ). The first reported collection month is XX/XX/XXXX. This inconsistency further undermines the reliability of the information being reported. Legal Context and Demand The notation already present on my report explicitly acknowledges that this account was disputed. Despite that, the same inaccurate and incomplete information continues to appear. The continued reporting of a disputed balance, without a disclosed original balance and without adequate verification, violates the FCRAs requirement that only accurate, verifiable information be maintained. Therefore, I request the following : A full reinvestigation of this account by XXXX That XXXX XXXX XXXX XXXX be required to provide complete documentation verifying the exact amount owed, including the original balance and a full itemization of any additional charges. The name, address, and phone number of the furnisher that verified the information, along with the method of verification used, as required by FCRA 611 ( a ) ( 6 ) & ( 7 ). Deletion of this account from my XXXX credit file upon failure to provide such verification within the statutory XXXX period ( or 45 days if you use additional information Ive submitted ). Please send me the written results of your investigation and an updated copy of my credit report when the reinvestigation is complete. Additionally, please notify all entities to which you have provided this inaccurate information of its deletion or correction. Thank you for your prompt attention to this matter. Sincerely,"
23779999,Debt collection,Took or threatened to take negative or legal action,Threatened to sue you for very old debt,"Midland Credit Management is illegally using my personal information to execute collections activities and legal proceedings based on an old account that was previously disputed and lawfully deleted through CFPB complaints. Ive issued formal validation requests under FDCPA 1692g, yet Midland has not provided any verification or validation of the alleged debt. Theyve also failed to send written disclosures required under 12 CFR 1006.30 ( a ) prior to furnishing negative data to CRAs. To date, Midland has not even acknowledged my requests for validation or provided any valid proof of legal contractual agreement, chain of title, or assignment to support their activities. Therefore, Midland is falsely representing ownership of a previously disputed and deleted account ( FDCPA 807 ) and reporting unverified information ( FCRA 623 ( a ) ( 1 ) ). Additionally, XXXX XXXX has stated in response to a CFPB complaint that they do not recognize me as a customer. Midlands actions are deceptive, unlawful, abusive, and continue to cause material harm."
23757648,Debt collection,False statements or representation,Attempted to collect wrong amount,"I leased a single-family rental home from XX/XX/year>, until XX/XX/year>. I vacated the property after purchasing a home and provided notice of my intent to vacate and a forwarding address. On XX/XX/year>, I received a move-out statement assessing a total balance of {$3300.00}. The charges included a two-month lease breakage fee and {$1500.00} for Carpet Replacement Heavy odor of pet XXXX. I immediately disputed the charges with the landlord by email and telephone. I denied causing any pet XXXX damage, explained that my dog was an authorized pet under my lease, and advised that I had commercially cleaned the carpets before moving out. I requested information and documentation supporting the charges but did not receive meaningful responses or substantiating documentation. I possess contemporaneous move-out photographs showing the carpeting was clean and free from visible damage. I also possess photographs from the subsequent listing of the property that appear to show the same carpeting remained in the home after my tenancy ended. I never received a collection notice, validation notice, demand letter, or any other correspondence from the collection agency before discovering this account on my credit reports. My first knowledge that a collection agency was involved occurred when I reviewed my credit reports and contacted the collection agency directly. During that call, the representative stated that it appeared this was the first time we had ever spoken regarding the alleged debt. The balance has since increased from {$3300.00} to approximately {$4000.00} due to alleged interest charges, which I also dispute. I have never been provided photographs of the alleged damage, inspection reports, carpet replacement invoices or receipts, proof that the carpet was actually replaced, documentation supporting the interest charges, or copies of any collection notices allegedly sent to me. The account is currently being reported on my credit reports and is negatively affecting my creditworthiness. I request that the companies conduct a reasonable investigation, provide all documentation supporting the alleged debt and interest charges, correct any inaccurate information being furnished to the credit bureaus, report the account as disputed, and delete the tradeline if the debt can not be substantiated with competent evidence."
23755855,Debt collection,Took or threatened to take negative or legal action,Collected or attempted to collect exempt funds,Repeated calls. And False debt amount on credit report.
23908558,Debt collection,Written notification about debt,Didn't receive enough information to verify debt,"Didn't receive full validation per code 15 U.S.C .. 1692g. Only got statements which isn't a validation. What needs too be in the validation per proof that you as the collector have the chain of ownership, original contract with my signature on it. You have failed too provide this information. Furthermore received a text message and email on the same day of the first phone call. Also different balance is reported on XXXX credit reports which is a violation of the fair credit act. This will need to be sent and fixed or removed completely under the fair debt act. Furthermore, debt was claimed on my report as written off meaning they ( creditor ) got paid by the IRS and I have never received a message from them which I am investigating as well"
24463785,Debt collection,False statements or representation,Attempted to collect wrong amount,"To Whom It May Concern : I am writing to dispute the alleged debt referenced by your company and to request validation of this debt pursuant to the Fair Debt Collection Practices Act ( FDCPA ), 15 U.S.C. 1692g. This letter is not an acknowledgment of liability, nor is it a promise to pay. I dispute this alleged debt in its entirety and request that you provide sufficient documentation demonstrating that I have a legal obligation to pay and that your company has the legal authority to collect. Please provide the following information and documentation : 1. The name and address of the original creditor. 2. The amount of the alleged debt, including an itemized accounting showing : * The original principal balance; * Interest ; * Late fees ; * Collection fees; * Any other charges added to the account ; and * An explanation of how the current balance was calculated. 3. Documentation showing the chain of assignment or ownership of the alleged debt from the original creditor to your company, if the debt has been sold or assigned. 4. A copy of the original account agreement, contract, promissory note, or other documentation supporting the existence of the alleged obligation, if available. 5. The date the account was opened, the date of default, and the date of the last payment, if any. 6. The name of the current creditor to whom the debt is allegedly owed. 7. Documentation demonstrating that your company has the legal authority to collect this debt. 8. The applicable licensing information required to collect debts in my state, if such licensing is required. Until you provide the information necessary to validate this debt as required by 15 U.S.C. 1692g, I request that you suspend collection efforts to the extent required by applicable law. If you are reporting this account to any consumer reporting agency, you are reminded of your duty to report information accurately under the Fair Credit Reporting Act ( FCRA ), 15 U.S.C. 1681s-2. If you can not substantiate the information you are reporting, you should take appropriate steps to correct or remove any inaccurate or unverifiable reporting. Please provide your response in writing. Thank you for your prompt attention to this matter. Sincerely, XXXX XXXX"
23904107,Debt collection,Took or threatened to take negative or legal action,Seized or attempted to seize your property,"My name is XXXX XXXX. I am filing this complaint to report deceptive commercial lending, predatory collections, lack of account transparency, and active XXXX by XXXX XXXX XXXX XXXX XXXX, facilitated by Square ( Block , Inc. ) XXXX XX/XX/XXXX, I signed a merchant cash advance agreement for my catering business, XXXX XXXX XXXX XXXX XXXX XXXX XXXX For months, XXXX aggressively drafted {$370.00} daily from my XXXX XXXX XXXX business account until it overdrew and closed. XXXX then enforced sweeping liens across my Cash App, XXXX, XXXX, and Square accounts, seizing all available funds. Since draining these accounts in XXXX, The XXXX XXXX completely ceased all communication with me, refused to provide an account balance, and provided XXXX transparency into whether this debt is already paid off.Despite refusing to communicate with me or validate my account balance for XXXX years, XXXX is now using a hidden clause in the XXXX paperwork to enforce an unauthorized cross-collateralization lien against an entirely separate businessPerfect XXXX XXXX XXXX XXXX XXXX ( owned by XXXX XXXX ). I am strictly a non-owner XXXX XXXX for XXXX XXXX, with XXXX equity or authority to bind their assets to a debt. In XX/XX/XXXX, XXXX used this unauthorized lien ( Alabama UCC File No : 22-7202440 ) to force Square to freeze XXXX XXXX XXXX processing account.LCF is now actively extorting the owner of XXXX XXXX, demanding a {$3000.00} payoff or forcing him to file a XXXX XXXX XXXX affidavit against me to release his own operational funds. Square is blindly allowing its automated platform to be weaponized by a predatory lender to hold an innocent merchant 's revenue XXXX without conducting basic due diligence on the validity of the lien. I demand that XXXX immediately terminate Alabama UCC File No : 22-7202440, provide a certified historical ledger of my XXXX swept funds, and order Square to lift the administrative hold on XXXX XXXX XXXX XXXX XXXX XXXX."
23873483,Debt collection,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,This company is violating my rights they have not provided validation Information XXXX XXXX XXXX XXXX ( b ) ( XXXX ) yet they have placed a collection on your consumer report recently
24022645,Debt collection,False statements or representation,Attempted to collect wrong amount,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX FL, XXXX XXXX ( XXXX ) XXXX - XXXX Date : XX/XX/year> JEFFERSON CAPITAL SYSTEMS XXXX XXXX XXXX XXXX, XXXX MN XXXX CEASE & DESIST DEBT VALIDATION DEMAND - VIOLATIONS OF THE FDCPA & FCRA To Whom It May Concern : JEFFERSON CAPITAL SYSTEMS This letter serves as a formal CEASE AND DESIST and DEMAND FOR DEBT VALIDATION pursuant to my rights under the Fair Debt Collection Practices Act ( 15 U.S. Code 1692g ) and the Fair Credit Reporting Act ( 15 U.S. Code 1681s-2 ). You are hereby ordered to CEASE AND DESIST all forms of communication with me, my family, or my place of employment regarding the alleged debt referenced above. Your agency has no verified legal right to collect, report, or pursue action on this account without proper and complete validation of ownership and legal assignment of this debt. You are currently in violation of federal law by continuing to report this account to the credit bureaus without substantiating your right to collect. If you can not prove full ownership or legal right to collect this debt, you are knowingly furnishing inaccurate and unverifiable information, which is a direct violation of the FCRA ( 15 U.S. Code 1681s-2 ( a ) ( 1 ) ( A ) ). I am formally demanding the following documentation within 15 calendar days from the date of this letter : 1. The original signed contract or application bearing my signature showing liability for this debt. 2. The complete chain of title or assignment of debt, including all transfers and dates from the original creditor to your agency. 3. A copy of the bill of sale or purchase agreement showing your agency legally owns this debt. 4. An itemized statement of all amounts claimed to be owed, including principal, interest, fees, and charges. 5. Your debt collector license number and the state ( s ) in which you are licensed to colour sury bond information a require by a in earn urios. If you are unable to produce the above documentation in full, you are legally required to immediately remove this account from all consumer reporting agencies and cease any illection efforts. Further, if you do not legally own the debt, I demand that you retur le account to the original creditor and permanently cease any further action on thi matter. Be advised that continued failure to validate, coupled with continued furnishing of false information to credit bureaus, constitutes willful noncompliance under 15 U.S.C. 1681n and is subject to actual, statutory, and punitive damages, as well as attorney fees and court costs. I am documenting all violations and reserve the right to file complaints with the Consumer Financial Protection Bureau ( CFPB ), the Federal Trade Commission ( FTC ), my state attorney general 's office, and seck relief through litigation if necessary. Let this serve as your final warning. Failure to comply within 15 calendar days will result in further legal action. Sincerely, XXXX XXXX"
23957116,Debt collection,Written notification about debt,Didn't receive notice of right to dispute,"On XX/XX/year>, I was contacted by a representative named XXXX from Wilber Group subrogation dept regarding an alleged vehicle accident debt under {$3000.00}. No police report exists for this alleged incident. During this initial call, XXXX was highly aggressive, demanded immediate payment in full before hanging up, and threatened that he would suspend my driver 's license if I did not pay. This is a direct violation of FDCPA 15 U.S.C. 1692e regarding deceptive threats. I requested written validation of the debt. XXXX promised to send it but failed to do so, violating the 5-day written notice requirement under 15 U.S.C. 1692g. I followed up with a second representative who promised XXXX would email it ; it was never sent. Today, XX/XX/year>, XXXX escalated his harassment by calling my employer on his personal cell phone to pursue this unvalidated debt, violating 15 U.S.C. 1692c ( b ) regarding unauthorized third-party workplace disclosures. I demand that Wilber Group cease all workplace communications, stop all phone calls, and immediately validate this debt in writing as required by law."
23880928,Debt collection,Written notification about debt,Didn't receive enough information to verify debt,"I am submitting this formal complaint regarding the reporting and collection practices of Portfolio Recovery Associates , LLC. I believe this account has been reported inaccurately on my consumer report without my receiving the validation information required under applicable law. In addition, I was not provided a meaningful opportunity to dispute the alleged debt before it was reported. These circumstances raise serious concerns regarding your compliance with 12 CFR 1006.34 and 15 U.S.C. 1681s-2. Accordingly, I request that you conduct a THOROUGH REVIEW of this account, provide COMPLETE VALIDATION of the alleged debt and the basis for its reporting, and, if you are unable to verify its accuracy and compliance with applicable legal requirements, promptly REMOVE the account from my consumer report."
